LotFrontage,LotArea,Street,Alley,LotShape,Condition1,Condition2,OverallQual,RoofStyle,RoofMatl,MasVnrArea,ExterQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,MiscFeature,SaleType,Neighborhood,PoolQC,KitchenQual,Utilities,SalePrice
34,5063,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,166,Gd,No,1314,Ex,Y,1314,1,2,0,6,1,2,Y,172,62,0,NA,ConLw,NridgHt,NA,Gd,AllPub,207500
35,3675,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,80,TA,Gd,547,Gd,Y,1072,1,1,0,5,0,2,Y,0,28,0,NA,WD,Edwards,NA,TA,AllPub,145000
60,6324,Pave,NaN,IR1,Feedr,RRNn,4,Gable,CompShg,0,TA,No,520,Fa,N,520,0,1,0,4,0,1,Y,49,0,0,NA,WD,BrkSide,NA,Fa,AllPub,68500
64,8633,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,Gd,No,738,Ex,Y,1476,1,2,1,7,0,2,Y,100,35,0,NA,WD,CollgCr,NA,Gd,AllPub,173500
120,13560,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,216,TA,No,1392,Gd,Y,1392,1,1,0,5,2,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,110000
50,14859,Pave,NaN,IR1,Norm,Norm,7,Hip,CompShg,27,Gd,No,1670,Ex,Y,1670,0,2,0,7,1,3,Y,144,60,0,NA,New,Gilbert,NA,Gd,AllPub,240000
130,40094,Pave,NaN,IR1,PosN,PosN,10,Hip,CompShg,762,Ex,Gd,3138,Ex,Y,4676,1,3,1,11,1,3,Y,208,406,0,NA,New,Edwards,NA,Ex,AllPub,184750
65,8125,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,NaN,Gd,No,813,Ex,Y,1665,0,2,1,7,0,2,Y,0,0,0,NA,WD,Somerst,NA,Gd,AllPub,205950
61,7259,Pave,NaN,IR1,Norm,Norm,6,Gambrel,CompShg,0,TA,No,1028,Ex,Y,2320,1,2,1,9,1,1,Y,224,0,0,NA,WD,Crawfor,NA,Gd,AllPub,259500
100,17500,Pave,NaN,Reg,PosA,Norm,7,Gable,CompShg,0,Gd,Av,1902,TA,Y,1902,1,2,0,7,2,2,Y,0,207,0,NA,WD,Crawfor,NA,Ex,AllPub,335000
50,10300,Pave,NaN,IR1,RRAn,Feedr,7,Gable,CompShg,0,TA,No,576,Gd,Y,1710,0,2,0,9,0,2,Y,12,11,0,NA,WD,OldTown,NA,TA,AllPub,140000
68,7922,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1057,TA,Y,1057,1,1,0,5,0,1,Y,0,52,0,NA,WD,NWAmes,NA,Gd,AllPub,109000
24,2544,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,600,Ex,Y,1223,0,2,1,4,0,2,Y,0,166,0,NA,WD,Somerst,NA,Gd,AllPub,147400
38,14963,Pave,NaN,IR2,Norm,Norm,8,Gable,CompShg,0,Gd,No,1260,Ex,Y,1288,1,1,1,4,2,2,Y,120,30,0,NA,WD,Veenker,NA,Ex,AllPub,245500
70,7535,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,912,Fa,Y,912,0,1,0,5,0,1,Y,12,285,0,Shed,WD,NWAmes,NA,TA,AllPub,120000
43,7052,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,240,Gd,Av,1364,Ex,Y,1364,1,2,0,6,1,2,Y,192,36,0,NA,WD,NridgHt,NA,Gd,AllPub,185850
75,9986,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,428,Gd,Av,1795,Ex,Y,1795,0,2,0,7,1,3,Y,0,49,0,NA,New,Somerst,NA,Gd,AllPub,147000
41,4920,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,Mn,1338,Ex,Y,1338,1,2,0,6,0,2,Y,0,0,0,NA,WD,StoneBr,NA,Gd,AllPub,213500
58,10852,Pave,NaN,IR1,RRAn,Norm,6,Gable,CompShg,0,TA,No,959,Ex,Y,1671,1,2,1,7,1,2,Y,0,38,0,NA,WD,Gilbert,NA,TA,AllPub,173000
-1,7758,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,999,Gd,Y,999,1,1,0,6,0,1,Y,0,132,0,NA,WD,Sawyer,NA,Gd,AllPub,132500
50,5000,Pave,Pave,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1026,TA,Y,1691,0,2,0,6,1,1,Y,0,0,0,NA,WD,SWISU,NA,Gd,AllPub,127000
103,13472,Pave,NaN,Reg,Norm,Norm,10,Hip,CompShg,922,Ex,Gd,2392,Ex,Y,2392,0,2,0,8,1,3,Y,248,105,0,NA,WD,NridgHt,NA,Ex,AllPub,386250
-1,12800,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,145,Gd,Gd,1518,Gd,Y,1644,1,2,0,5,1,2,Y,80,0,0,NA,WD,SawyerW,NA,Gd,AllPub,275000
63,13072,Pave,NaN,Reg,RRAe,Norm,6,Gable,CompShg,0,Gd,No,1141,Ex,Y,1141,0,1,1,6,0,2,Y,0,0,0,NA,WD,SawyerW,NA,TA,AllPub,142500
-1,21695,Pave,NaN,IR1,Norm,Norm,6,Hip,CompShg,260,Gd,No,880,Ex,Y,1680,1,2,0,5,1,2,Y,292,44,182,NA,WD,Crawfor,NA,Gd,AllPub,222000
50,9638,Pave,NaN,Reg,Feedr,Norm,6,Gable,CompShg,0,TA,No,804,Ex,Y,2447,0,2,0,10,1,1,Y,272,0,0,NA,WD,SWISU,NA,Gd,AllPub,169000
-1,11435,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,0,TA,No,792,Fa,Y,1517,0,1,0,7,2,2,Y,0,0,0,NA,WD,Crawfor,NA,Gd,AllPub,230000
80,10793,Pave,NaN,Reg,RRAn,Norm,5,Mansard,CompShg,263,TA,No,780,Ex,Y,1620,0,2,1,7,0,2,Y,208,0,0,NA,WD,NWAmes,NA,TA,AllPub,152000
65,8775,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,990,Gd,Y,990,0,1,0,5,0,1,Y,0,64,0,NA,WD,CollgCr,NA,TA,AllPub,126000
63,10712,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Mn,974,TA,Y,974,0,1,0,5,0,0,Y,0,28,0,NA,Oth,Mitchel,NA,TA,AllPub,93500
60,8190,Pave,NaN,Reg,Norm,Norm,4,Hip,CompShg,0,TA,No,948,Ex,Y,948,1,1,0,5,1,1,Y,0,36,0,NA,WD,Edwards,NA,TA,AllPub,119000
65,6040,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,NA,0,TA,N,1152,0,2,0,6,0,0,N,0,0,0,NA,WD,Edwards,NA,Fa,AllPub,82000
50,5925,Pave,NaN,Reg,Norm,Norm,4,Hip,CompShg,435,TA,No,907,TA,Y,1131,0,1,0,7,0,2,Y,0,72,0,NA,WD,OldTown,NA,TA,AllPub,89471
70,8400,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,109,Gd,Av,1473,Ex,Y,1484,1,2,0,7,0,2,Y,0,35,144,NA,WD,CollgCr,NA,Gd,AllPub,213000
-1,7758,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,600,TA,No,1040,Ex,Y,1818,0,1,1,7,2,1,Y,0,0,0,NA,WD,IDOTRR,NA,TA,AllPub,169500
70,8462,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,105,Gd,No,928,Ex,Y,1721,0,2,1,7,0,2,Y,300,87,0,NA,WD,SawyerW,NA,Gd,AllPub,201000
50,6000,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,Gd,No,698,TA,Y,1176,0,1,0,4,0,2,N,210,0,0,NA,WD,BrkSide,NA,TA,AllPub,134900
55,7892,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,918,TA,Y,918,0,2,0,5,1,1,Y,28,0,0,NA,WD,SawyerW,NA,TA,AllPub,99500
66,8923,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1008,Gd,Y,1008,1,1,0,6,0,1,Y,0,18,0,NA,WD,NWAmes,NA,Gd,AllPub,134500
-1,7750,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,0,Gd,No,408,Ex,Y,1419,1,2,1,7,1,2,Y,120,0,0,NA,WD,Gilbert,NA,Gd,AllPub,184100
47,4230,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1352,Ex,Y,1352,0,2,0,5,1,2,Y,0,241,0,NA,New,Somerst,NA,Gd,AllPub,208900
85,10000,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,410,Gd,Av,1588,Ex,Y,1588,0,2,0,7,1,3,Y,144,45,0,NA,WD,Somerst,NA,Gd,AllPub,227000
47,53504,Pave,NaN,IR2,Norm,Norm,8,Hip,CompShg,603,Ex,Gd,1650,Ex,Y,3279,1,3,1,12,1,3,Y,503,36,0,NA,WD,StoneBr,NA,Ex,AllPub,538000
-1,10784,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,76,Gd,No,384,Gd,Y,1472,0,2,1,7,1,2,Y,164,0,0,NA,WD,Gilbert,NA,Gd,AllPub,160000
50,6000,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,No,928,Gd,Y,928,0,1,0,5,0,1,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,112500
75,11310,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,No,1367,Ex,Y,1375,0,1,0,5,1,2,Y,0,30,0,NA,WD,NWAmes,NA,TA,AllPub,140000
32,10846,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,0,Gd,Gd,1719,Ex,Y,1719,2,1,1,6,2,2,Y,122,30,0,NA,Con,Veenker,NA,Gd,AllPub,324000
76,9120,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,270,Gd,No,901,TA,Y,1876,0,2,1,8,1,2,Y,0,69,0,NA,WD,NWAmes,NA,Gd,AllPub,185000
-1,7685,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,112,TA,No,697,Gd,Y,1501,0,2,1,6,1,2,Y,190,63,0,NA,WD,Gilbert,NA,Gd,AllPub,165600
30,3180,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,600,Ex,Y,1200,0,2,1,4,0,2,Y,0,166,0,NA,WD,Somerst,NA,Gd,AllPub,144152
30,9549,Pave,NaN,IR1,Norm,Norm,8,Hip,CompShg,0,Gd,Av,1494,Ex,Y,1494,1,1,1,6,1,2,Y,0,30,0,NA,WD,Veenker,NA,Ex,AllPub,270000
98,16033,Pave,NaN,IR1,Norm,Norm,9,Hip,CompShg,378,Gd,Gd,1833,Ex,Y,1850,1,2,0,8,1,3,Y,519,112,0,NA,WD,NridgHt,NA,Gd,AllPub,326000
66,13695,Pave,NaN,Reg,RRAe,Norm,6,Gable,CompShg,0,TA,No,1114,Ex,Y,1114,1,1,0,6,0,2,Y,0,78,0,NA,WD,SawyerW,NA,Gd,AllPub,155000
65,14006,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,144,Gd,NaN,936,Ex,Y,1776,0,2,1,7,1,2,Y,144,96,0,NA,WD,CollgCr,NA,Gd,AllPub,192500
90,7407,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,0,TA,No,912,TA,Y,1236,1,1,0,6,0,2,Y,0,158,0,NA,WD,OldTown,NA,TA,AllPub,149700
86,13286,Pave,NaN,IR1,Norm,Norm,9,Hip,CompShg,340,Ex,No,1698,Ex,Y,1698,1,2,0,8,1,3,Y,327,64,0,NA,WD,Edwards,NA,Ex,AllPub,320000
60,9600,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,0,TA,No,572,Fa,N,1096,0,1,0,5,0,0,N,0,8,0,NA,WD,Edwards,NA,TA,AllPub,79000
76,7630,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,0,TA,No,360,Gd,Y,1812,0,2,0,8,1,2,N,344,0,0,NA,WD,OldTown,NA,Gd,AllPub,140000
65,7150,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,60,TA,No,892,TA,Y,892,0,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,100000
-1,11170,Pave,NaN,IR2,Norm,Norm,7,Gable,CompShg,0,TA,No,1216,Ex,Y,2514,0,2,1,8,0,2,Y,0,0,0,NA,WD,Timber,NA,TA,AllPub,250000
99,7094,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,894,TA,Y,894,0,1,0,5,0,1,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,125000
43,3182,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,16,Gd,Av,1266,Ex,Y,1266,0,2,0,6,1,2,Y,100,16,0,NA,WD,Blmngtn,NA,Gd,AllPub,159895
42,14892,Pave,NaN,IR1,Norm,Norm,9,Gable,CompShg,160,Ex,Gd,1746,Ex,Y,1746,1,2,0,7,2,3,Y,201,39,0,NA,WD,Gilbert,NA,Ex,AllPub,377500
-1,10448,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,333,TA,No,689,TA,Y,2119,0,2,1,7,1,2,Y,0,104,0,NA,COD,NWAmes,NA,TA,AllPub,158000
79,9480,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,224,TA,No,728,Ex,Y,1644,0,1,1,7,2,1,Y,168,0,0,NA,WD,NWAmes,NA,Gd,AllPub,146500
70,11767,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,560,Gd,N,1346,0,1,1,6,0,1,Y,168,24,0,NA,WD,Edwards,NA,TA,AllPub,112000
35,3675,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,80,TA,Gd,547,Ex,Y,1072,1,1,0,5,0,2,Y,0,28,0,NA,WD,Edwards,NA,TA,AllPub,148000
141,31770,Pave,NaN,IR1,Norm,Norm,6,Hip,CompShg,112,TA,Gd,1080,Fa,Y,1656,1,1,0,7,2,2,P,210,62,0,NA,WD,NWAmes,NA,TA,AllPub,215000
-1,9531,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,Mn,794,Ex,Y,1796,1,2,1,7,0,2,Y,0,36,0,NA,WD,CollgCr,NA,TA,AllPub,211000
-1,11553,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,188,TA,No,1051,TA,Y,1159,0,1,1,7,1,1,Y,466,0,0,NA,WD,Sawyer,NA,TA,AllPub,158000
87,18386,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,1470,Ex,Y,3493,0,3,0,10,1,3,Y,302,0,0,NA,WD,OldTown,NA,Gd,AllPub,295000
60,10800,Pave,Grvl,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,656,TA,Y,968,0,2,0,5,0,1,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,64500
68,10880,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1164,TA,N,1164,1,1,0,5,0,1,Y,0,48,0,NA,ConLD,Edwards,NA,TA,AllPub,125000
60,11409,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,768,Gd,Y,1716,0,1,1,8,1,1,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,131000
60,9000,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,864,TA,Y,864,0,1,0,5,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,120500
69,9337,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,No,824,Ex,Y,1786,1,2,1,7,0,2,Y,0,162,0,NA,WD,CollgCr,NA,Gd,AllPub,204750
63,13907,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,996,Ex,Y,996,1,1,0,6,1,0,Y,144,0,0,NA,WD,Edwards,NA,TA,AllPub,108000
86,10380,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,172,Gd,Gd,1502,Ex,Y,2730,1,2,1,8,1,2,Y,201,96,0,NA,WD,SawyerW,NA,Gd,AllPub,301000
-1,9101,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,104,TA,Av,1097,Ex,Y,1110,1,1,0,4,1,2,Y,303,30,0,NA,WD,Mitchel,NA,Gd,AllPub,165500
-1,12046,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,298,TA,No,848,TA,Y,2030,0,2,1,8,1,2,Y,0,224,0,NA,WD,NWAmes,NA,Gd,AllPub,195000
24,2522,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,50,Gd,No,970,Ex,Y,1709,0,2,0,7,0,2,Y,0,40,0,NA,WD,Edwards,NA,Gd,AllPub,137500
59,7837,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,799,Gd,Y,1571,0,2,1,7,1,2,Y,0,40,0,NA,WD,Gilbert,NA,TA,AllPub,178000
51,3635,Pave,NaN,Reg,Norm,Norm,7,Hip,CompShg,130,Gd,No,1386,Ex,Y,1569,0,2,0,7,1,3,Y,143,20,0,NA,WD,Blmngtn,NA,Gd,AllPub,175900
74,9612,Pave,NaN,Reg,Feedr,Norm,8,Gable,CompShg,72,Gd,No,1468,Ex,Y,1468,0,2,0,6,1,3,Y,210,150,0,NA,New,Somerst,NA,Gd,AllPub,244600
85,16056,Pave,NaN,IR1,Norm,Norm,9,Hip,CompShg,208,Gd,Av,1992,Ex,Y,2868,0,3,1,11,1,3,Y,214,108,0,NA,New,StoneBr,NA,Ex,AllPub,556581
75,9937,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,Gd,No,1256,Gd,Y,1256,1,1,1,6,0,1,Y,736,68,0,NA,WD,Edwards,NA,TA,AllPub,147500
35,4274,Pave,Pave,IR1,Norm,Norm,7,Gable,CompShg,NaN,Gd,No,1241,Ex,Y,1241,1,1,1,4,0,2,Y,0,116,0,NA,New,Somerst,NA,Gd,AllPub,199900
57,7558,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,896,Gd,Y,1913,0,1,1,9,1,2,Y,0,0,0,NA,WD,Crawfor,NA,TA,AllPub,177000
80,9600,Pave,NaN,Reg,Feedr,Norm,6,Gable,CompShg,0,TA,Gd,1262,Ex,Y,1262,0,2,0,6,1,2,Y,298,0,0,NA,WD,Veenker,NA,TA,AllPub,181500
85,11475,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,95,TA,No,1584,TA,Y,1776,1,2,0,9,0,3,Y,0,25,0,NA,COD,NWAmes,NA,TA,AllPub,110000
48,10635,Pave,NaN,IR2,Norm,Norm,8,Hip,CompShg,171,Gd,Av,1657,Ex,Y,1668,1,2,0,8,1,2,Y,0,262,0,NA,WD,CollgCr,NA,Gd,AllPub,232000
80,12435,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,172,Gd,No,963,Ex,Y,1792,0,2,1,7,1,2,Y,0,96,245,NA,WD,CollgCr,NA,Gd,AllPub,231500
-1,4426,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,147,Gd,Av,848,Ex,Y,848,1,1,0,3,1,2,Y,149,0,0,NA,WD,CollgCr,NA,Gd,AllPub,149300
73,8925,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1466,Ex,Y,1466,0,2,0,7,0,3,Y,100,18,0,NA,WD,Timber,NA,Gd,AllPub,201000
-1,11423,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,479,Gd,Av,1581,Ex,Y,1601,1,2,0,6,1,2,Y,180,0,0,Shed,WD,CollgCr,NA,Gd,AllPub,272000
60,8072,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,990,Ex,Y,990,1,1,0,5,0,2,Y,0,64,0,NA,WD,CollgCr,NA,TA,AllPub,138000
-1,32463,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,149,TA,Av,1249,Ex,Y,1622,1,1,0,7,1,4,Y,439,0,0,NA,WD,Mitchel,NA,TA,AllPub,168000
60,10800,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,796,Gd,Y,1466,0,2,0,7,1,2,Y,436,21,0,Shed,WD,OldTown,NA,Gd,AllPub,170000
50,5000,Pave,NaN,Reg,Norm,Norm,1,Gable,CompShg,0,Fa,NA,0,Fa,N,334,0,1,0,2,0,0,N,0,0,0,NA,WD,BrkSide,NA,Fa,AllPub,39300
63,8199,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,Av,728,Ex,Y,1456,1,2,1,7,1,2,Y,36,18,0,NA,WD,CollgCr,NA,Gd,AllPub,189000
24,2016,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,304,TA,No,630,TA,Y,1302,0,2,1,6,0,2,Y,0,0,0,NA,WD,BrDale,NA,TA,AllPub,106000
78,10530,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,90,TA,Gd,975,TA,Y,1004,1,1,0,4,0,2,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,135000
65,8767,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1310,Ex,Y,1310,0,2,0,6,1,2,Y,0,0,0,NA,New,CollgCr,NA,Gd,AllPub,164990
-1,10382,Pave,NaN,IR1,PosN,Norm,7,Gable,CompShg,240,TA,Mn,1107,Ex,Y,2090,1,2,1,7,2,2,Y,235,204,0,Shed,WD,NWAmes,NA,TA,AllPub,200000
76,9158,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,140,Gd,Av,1496,Ex,Y,1496,0,2,0,7,0,2,Y,168,130,0,NA,New,Somerst,NA,Gd,AllPub,225000
44,3842,Pave,NaN,IR1,Norm,Norm,8,Hip,CompShg,174,Gd,Gd,1594,Ex,Y,1646,1,2,0,5,1,2,Y,128,53,0,NA,WD,Crawfor,NA,Gd,AllPub,275000
-1,164660,Grvl,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,Gd,1499,Ex,Y,1786,2,2,0,7,2,2,Y,670,0,0,Shed,WD,Timber,NA,TA,AllPub,228950
70,8402,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,0,TA,No,1120,Ex,Y,1120,0,1,0,6,0,0,Y,0,30,0,NA,New,Mitchel,NA,TA,AllPub,147000
93,12085,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,328,Gd,No,1734,Ex,Y,1734,1,2,0,7,1,3,Y,0,0,0,NA,New,NridgHt,NA,Ex,AllPub,318000
61,7943,Pave,NaN,Reg,Feedr,Norm,4,Gable,CompShg,192,TA,Mn,1029,Gd,Y,1029,1,1,0,5,0,1,Y,64,0,0,NA,WD,Sawyer,NA,TA,AllPub,118500
58,6380,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,993,TA,Y,1048,0,1,0,5,1,1,Y,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,113000
52,6240,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,884,TA,Y,1367,0,1,0,6,1,1,Y,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,127500
88,13125,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,67,TA,No,1134,Ex,Y,1803,1,2,0,8,1,2,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,155000
50,3500,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,720,TA,Y,1284,0,1,1,5,0,1,Y,0,35,0,NA,WD,OldTown,NA,TA,AllPub,110000
43,3182,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,14,Gd,No,1346,Ex,Y,1504,0,2,0,7,1,2,Y,156,20,0,NA,WD,Blmngtn,NA,Gd,AllPub,191000
82,12464,Pave,NaN,IR2,Norm,Norm,5,Gable,CompShg,0,TA,No,1040,Gd,Y,1040,1,1,0,6,0,2,Y,168,0,0,NA,WD,CollgCr,NA,Gd,AllPub,152000
-1,2651,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,673,Ex,Y,1382,1,2,1,6,0,2,Y,153,50,0,NA,WD,Somerst,NA,Gd,AllPub,165000
76,9591,Pave,NaN,Reg,Norm,Norm,8,Hip,CompShg,262,Gd,Av,1713,Ex,Y,1713,1,2,0,7,1,3,Y,0,26,0,NA,WD,NridgHt,NA,Ex,AllPub,274900
93,15306,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,100,Gd,Gd,1732,Ex,Y,1776,1,2,0,7,1,3,Y,0,0,0,NA,New,Timber,NA,Gd,AllPub,283463
-1,4426,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,147,Gd,Gd,848,Ex,Y,848,1,1,0,3,1,2,Y,149,0,0,NA,WD,CollgCr,NA,Gd,AllPub,141000
111,16259,Pave,NaN,Reg,Norm,Norm,9,Gable,CompShg,370,TA,Av,1249,Ex,Y,2596,0,3,1,9,0,3,Y,240,154,0,NA,New,NridgHt,NA,Gd,AllPub,342643
50,7420,Pave,NaN,Reg,Artery,Artery,5,Gable,CompShg,0,TA,No,991,Ex,Y,1077,1,1,0,5,2,1,Y,0,4,0,NA,WD,BrkSide,NA,TA,AllPub,118000
75,9000,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,36,Gd,Av,1566,Ex,Y,1566,1,2,0,7,0,2,Y,144,168,0,NA,WD,Somerst,NA,Gd,AllPub,262500
77,8593,Pave,NaN,IR1,Norm,Norm,4,Hip,CompShg,0,TA,No,907,Ex,Y,907,0,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,109008
24,2280,Pave,Pave,Reg,Norm,Norm,7,Gable,CompShg,360,TA,No,744,Gd,Y,1501,0,2,1,6,0,2,Y,0,0,0,NA,WD,Somerst,NA,TA,AllPub,179400
55,4500,Pave,Pave,IR2,Norm,Norm,5,Gable,CompShg,0,TA,No,793,Ex,Y,1520,0,1,0,6,0,1,Y,0,0,0,NA,WD,SWISU,NA,TA,AllPub,159434
50,6000,Pave,NaN,Reg,Norm,Norm,4,Hip,CompShg,0,TA,No,960,Gd,Y,960,0,1,0,5,0,1,Y,0,0,0,NA,WD,OldTown,NA,Fa,AllPub,108500
80,9364,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,143,TA,No,663,TA,Y,1352,0,1,1,7,0,1,Y,379,36,0,NA,WD,Sawyer,NA,TA,AllPub,158000
60,9738,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,784,Gd,Y,1221,1,1,0,7,0,1,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,104900
70,8400,Pave,NaN,Reg,Feedr,Norm,5,Hip,CompShg,168,TA,Av,1052,Gd,Y,1052,1,1,1,5,0,1,Y,356,0,0,NA,WD,NWAmes,NA,TA,AllPub,138500
80,17400,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1126,Fa,Y,1126,1,2,0,5,1,2,P,295,41,0,NA,WD,Mitchel,NA,TA,AllPub,160000
-1,10900,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,153,TA,No,689,Ex,Y,1392,0,1,1,6,0,1,Y,0,36,0,Shed,WD,CollgCr,NA,TA,AllPub,161750
-1,11333,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,Av,1029,TA,Y,1062,1,1,0,5,2,2,Y,120,0,0,NA,WD,Mitchel,NA,TA,AllPub,146800
